site_id|config_id|run_id|stat_id|stat_name|stat_rw_persec|stat_r_persec|stat_w_persec|start_time
37|1|408|265456|Redo (MB)|4.95714285714285714285714285714285714286|1.68571428571428571428571428571428571429|3.29285714285714285714285714285714285714|08-SEP-15 10.00.00.000000 PM
37|1|408|265457|Database (blocks)|15268.6428571428571428571428571428571429|14640.9642857142857142857142857142857143|627.685714285714285714285714285714285714|08-SEP-15 10.00.00.000000 PM
37|1|408|265450|Database Requests|10261.9357142857142857142857142857142857|9731.80714285714285714285714285714285714|530.135714285714285714285714285714285714|08-SEP-15 10.00.00.000000 PM
37|1|408|265452|Redo Requests|633.5|3.27142857142857142857142857142857142857|630.235714285714285714285714285714285714|08-SEP-15 10.00.00.000000 PM
37|1|408|265459|Direct (blocks)|3846.83571428571428571428571428571428571|3797.77142857142857142857142857142857143|49.0928571428571428571428571428571428571|08-SEP-15 10.00.00.000000 PM
37|1|408|265454|Database (MB)|119.285714285714285714285714285714285714|114.364285714285714285714285714285714286|4.9|08-SEP-15 10.00.00.000000 PM
37|1|408|265455|Optimized Total (MB)|113.478571428571428571428571428571428571|113.392857142857142857142857142857142857|.1|08-SEP-15 10.00.00.000000 PM
37|1|408|265458|Via Buffer Cache (blocks)|11421.8|10843.2|578.592857142857142857142857142857142857|08-SEP-15 10.00.00.000000 PM
37|1|408|265451|Optimized Requests|9657.82857142857142857142857142857142857|9641.49285714285714285714285714285714286|16.3285714285714285714285714285714285714|08-SEP-15 10.00.00.000000 PM
37|1|411|265449|Total Requests|15026.3785714285714285714285714285714286|13163.4928571428571428571428571428571429|1862.89285714285714285714285714285714286|09-SEP-15 08.00.00.000000 AM
37|1|411|265451|Optimized Requests|13036.0428571428571428571428571428571429|12991.2714285714285714285714285714285714|44.7642857142857142857142857142857142857|09-SEP-15 08.00.00.000000 AM
37|1|411|265453|Total (MB)|165.671428571428571428571428571428571429|149.442857142857142857142857142857142857|16.2642857142857142857142857142857142857|09-SEP-15 08.00.00.000000 AM
37|1|411|265455|Optimized Total (MB)|144.442857142857142857142857142857142857|144.15|.3|09-SEP-15 08.00.00.000000 AM
37|1|411|265456|Redo (MB)|8.16428571428571428571428571428571428571|2.74285714285714285714285714285714285714|5.42857142857142857142857142857142857143|09-SEP-15 08.00.00.000000 AM
37|1|411|265450|Database Requests|14029.9214285714285714285714285714285714|13142.6785714285714285714285714285714286|887.25|09-SEP-15 08.00.00.000000 AM
37|1|411|265452|Redo Requests|975.242857142857142857142857142857142857|5.27142857142857142857142857142857142857|969.985714285714285714285714285714285714|09-SEP-15 08.00.00.000000 AM
37|1|411|265454|Database (MB)|154.478571428571428571428571428571428571|146.392857142857142857142857142857142857|8.07857142857142857142857142857142857143|09-SEP-15 08.00.00.000000 AM
37|1|411|265458|Via Buffer Cache (blocks)|15257.2428571428571428571428571428571429|14312.5285714285714285714285714285714286|944.728571428571428571428571428571428571|09-SEP-15 08.00.00.000000 AM
37|1|411|265457|Database (blocks)|19773.2928571428571428571428571428571429|18738.7714285714285714285714285714285714|1034.53571428571428571428571428571428571|09-SEP-15 08.00.00.000000 AM
37|1|411|265459|Direct (blocks)|4516.04285714285714285714285714285714286|4426.24285714285714285714285714285714286|89.8357142857142857142857142857142857143|09-SEP-15 08.00.00.000000 AM
37|1|414|265451|Optimized Requests|9827.83333333333333333333333333333333333|9811.34666666666666666666666666666666667|16.4666666666666666666666666666666666667|13-SEP-15 10.00.00.000000 PM
37|1|414|265450|Database Requests|10472.5666666666666666666666666666666667|9898.06|574.5|13-SEP-15 10.00.00.000000 PM
37|1|414|265454|Database (MB)|190.593333333333333333333333333333333333|185.273333333333333333333333333333333333|5.32|13-SEP-15 10.00.00.000000 PM
37|1|414|265452|Redo Requests|656.72|3.15333333333333333333333333333333333333|653.58|13-SEP-15 10.00.00.000000 PM
37|1|414|265456|Redo (MB)|5.12|1.70666666666666666666666666666666666667|3.38666666666666666666666666666666666667|13-SEP-15 10.00.00.000000 PM
37|1|414|265458|Via Buffer Cache (blocks)|11328.6933333333333333333333333333333333|10699.08|629.58|13-SEP-15 10.00.00.000000 PM
37|1|414|265453|Total (MB)|218.746666666666666666666666666666666667|205.96|12.7866666666666666666666666666666666667|13-SEP-15 10.00.00.000000 PM
37|1|414|265457|Database (blocks)|24394.5|23715.0466666666666666666666666666666667|679.473333333333333333333333333333333333|13-SEP-15 10.00.00.000000 PM
37|1|414|265449|Total Requests|11333.2666666666666666666666666666666667|9947.85333333333333333333333333333333333|1385.4|13-SEP-15 10.00.00.000000 PM
37|1|414|265455|Optimized Total (MB)|186.453333333333333333333333333333333333|186.366666666666666666666666666666666667|.1|13-SEP-15 10.00.00.000000 PM
37|1|414|265459|Direct (blocks)|13065.8266666666666666666666666666666667|13015.9533333333333333333333333333333333|49.8866666666666666666666666666666666667|13-SEP-15 10.00.00.000000 PM
37|1|413|265453|Total (MB)|154.664285714285714285714285714285714286|137.957142857142857142857142857142857143|16.7|10-SEP-15 08.00.00.000000 AM
37|1|413|265449|Total Requests|13858.0714285714285714285714285714285714|11965.7857142857142857142857142857142857|1892.27142857142857142857142857142857143|10-SEP-15 08.00.00.000000 AM
37|1|413|265450|Database Requests|12844.4928571428571428571428571428571429|11944.0714285714285714285714285714285714|900.428571428571428571428571428571428571|10-SEP-15 08.00.00.000000 AM
37|1|413|265456|Redo (MB)|8.3|2.79285714285714285714285714285714285714|5.52857142857142857142857142857142857143|10-SEP-15 08.00.00.000000 AM
37|1|413|265459|Direct (blocks)|4267.45|4177.27857142857142857142857142857142857|90.2071428571428571428571428571428571429|10-SEP-15 08.00.00.000000 AM
37|1|413|265452|Redo Requests|991.571428571428571428571428571428571429|6.02857142857142857142857142857142857143|985.521428571428571428571428571428571429|10-SEP-15 08.00.00.000000 AM
37|1|413|265451|Optimized Requests|11849.85|11803.9071428571428571428571428571428571|45.9714285714285714285714285714285714286|10-SEP-15 08.00.00.000000 AM
37|1|413|265454|Database (MB)|143.214285714285714285714285714285714286|134.871428571428571428571428571428571429|8.35|10-SEP-15 08.00.00.000000 AM
37|1|413|265455|Optimized Total (MB)|132.978571428571428571428571428571428571|132.685714285714285714285714285714285714|.3|10-SEP-15 08.00.00.000000 AM
37|1|413|265457|Database (blocks)|18331.35|17263.0071428571428571428571428571428571|1068.33571428571428571428571428571428571|10-SEP-15 08.00.00.000000 AM
37|1|413|265458|Via Buffer Cache (blocks)|14063.85|13085.7428571428571428571428571428571429|978.157142857142857142857142857142857143|10-SEP-15 08.00.00.000000 AM
37|1|416|265449|Total Requests|15767.99375|13904.41875|1863.55625|14-SEP-15 08.00.00.000000 AM
37|1|416|265454|Database (MB)|182.275|173.74375|8.54375|14-SEP-15 08.00.00.000000 AM
37|1|416|265456|Redo (MB)|8.775|3|5.78125|14-SEP-15 08.00.00.000000 AM
37|1|416|265457|Database (blocks)|23330.8|22238.1625|1092.65625|14-SEP-15 08.00.00.000000 AM
37|1|416|265452|Redo Requests|961.3375|6.65625|954.7|14-SEP-15 08.00.00.000000 AM
37|1|416|265458|Via Buffer Cache (blocks)|16213.85|15221.04375|992.83125|14-SEP-15 08.00.00.000000 AM
37|1|416|265459|Direct (blocks)|7116.9375|7017.125|99.83125|14-SEP-15 08.00.00.000000 AM
37|1|416|265450|Database Requests|14785.64375|13882.44375|903.2|14-SEP-15 08.00.00.000000 AM
37|1|416|265455|Optimized Total (MB)|164.9625|164.625|.325|14-SEP-15 08.00.00.000000 AM
37|1|416|265451|Optimized Requests|13768.44375|13719.21875|49.24375|14-SEP-15 08.00.00.000000 AM
37|1|416|265453|Total (MB)|194.49375|177.0875|17.40625|14-SEP-15 08.00.00.000000 AM
37|1|410|265453|Total (MB)|171.214285714285714285714285714285714286|159.635714285714285714285714285714285714|11.5785714285714285714285714285714285714|09-SEP-15 10.00.00.000000 PM
37|1|410|265459|Direct (blocks)|6109.95|6059.40714285714285714285714285714285714|50.55|09-SEP-15 10.00.00.000000 PM
37|1|410|265452|Redo Requests|665.207142857142857142857142857142857143|2.85714285714285714285714285714285714286|662.35|09-SEP-15 10.00.00.000000 PM
37|1|410|265457|Database (blocks)|16899.2857142857142857142857142857142857|16243.65|655.642857142857142857142857142857142857|09-SEP-15 10.00.00.000000 PM
37|1|410|265449|Total Requests|10015.9142857142857142857142857142857143|8730.69285714285714285714285714285714286|1285.23571428571428571428571428571428571|09-SEP-15 10.00.00.000000 PM
37|1|410|265456|Redo (MB)|5.21428571428571428571428571428571428571|1.77857142857142857142857142857142857143|3.46428571428571428571428571428571428571|09-SEP-15 10.00.00.000000 PM
37|1|410|265451|Optimized Requests|8613.26428571428571428571428571428571429|8596.75|16.5|09-SEP-15 10.00.00.000000 PM
37|1|410|265450|Database Requests|9249.51428571428571428571428571428571429|8688.77142857142857142857142857142857143|560.757142857142857142857142857142857143|09-SEP-15 10.00.00.000000 PM
37|1|410|265454|Database (MB)|132.028571428571428571428571428571428571|126.907142857142857142857142857142857143|5.12857142857142857142857142857142857143|09-SEP-15 10.00.00.000000 PM
37|1|410|265455|Optimized Total (MB)|126.414285714285714285714285714285714286|126.328571428571428571428571428571428571|.1|09-SEP-15 10.00.00.000000 PM
37|1|410|265458|Via Buffer Cache (blocks)|10789.3285714285714285714285714285714286|10184.25|605.092857142857142857142857142857142857|09-SEP-15 10.00.00.000000 PM
37|1|409|265459|Direct (blocks)|5620.11428571428571428571428571428571429|5531.53571428571428571428571428571428571|88.5785714285714285714285714285714285714|08-SEP-15 08.00.00.000000 AM
37|1|409|265449|Total Requests|15713.0642857142857142857142857142857143|13789.9928571428571428571428571428571429|1923.08571428571428571428571428571428571|08-SEP-15 08.00.00.000000 AM
37|1|409|265454|Database (MB)|169.864285714285714285714285714285714286|161.071428571428571428571428571428571429|8.8|08-SEP-15 08.00.00.000000 AM
37|1|409|265450|Database Requests|14715.9785714285714285714285714285714286|13768.2857142857142857142857142857142857|947.7|08-SEP-15 08.00.00.000000 AM
37|1|409|265451|Optimized Requests|13659.75|13613.0785714285714285714285714285714286|46.6714285714285714285714285714285714286|08-SEP-15 08.00.00.000000 AM
37|1|409|265452|Redo Requests|974.957142857142857142857142857142857143|6.05|968.885714285714285714285714285714285714|08-SEP-15 08.00.00.000000 AM
37|1|409|265457|Database (blocks)|21740.3928571428571428571428571428571429|20615.1928571428571428571428571428571429|1125.21428571428571428571428571428571429|08-SEP-15 08.00.00.000000 AM
37|1|409|265453|Total (MB)|181.528571428571428571428571428571428571|164.207142857142857142857142857142857143|17.3142857142857142857142857142857142857|08-SEP-15 08.00.00.000000 AM
37|1|409|265455|Optimized Total (MB)|158.657142857142857142857142857142857143|158.357142857142857142857142857142857143|.3|08-SEP-15 08.00.00.000000 AM
37|1|409|265458|Via Buffer Cache (blocks)|16120.2714285714285714285714285714285714|15083.6571428571428571428571428571428571|1036.62857142857142857142857142857142857|08-SEP-15 08.00.00.000000 AM
37|1|409|265456|Redo (MB)|8.52857142857142857142857142857142857143|2.86428571428571428571428571428571428571|5.65|08-SEP-15 08.00.00.000000 AM
37|1|412|265449|Total Requests|9679.18571428571428571428571428571428571|8425.32857142857142857142857142857142857|1253.85|10-SEP-15 10.00.00.000000 PM
37|1|412|265459|Direct (blocks)|3311.02142857142857142857142857142857143|3268.62142857142857142857142857142857143|42.3928571428571428571428571428571428571|10-SEP-15 10.00.00.000000 PM
37|1|412|265450|Database Requests|8960.08571428571428571428571428571428571|8383.3|576.8|10-SEP-15 10.00.00.000000 PM
37|1|412|265458|Via Buffer Cache (blocks)|10269.5428571428571428571428571428571429|9631.62857142857142857142857142857142857|637.907142857142857142857142857142857143|10-SEP-15 10.00.00.000000 PM
37|1|412|265452|Redo Requests|623.778571428571428571428571428571428571|2.6|621.178571428571428571428571428571428571|10-SEP-15 10.00.00.000000 PM
37|1|412|265454|Database (MB)|106.085714285714285714285714285714285714|100.785714285714285714285714285714285714|5.32857142857142857142857142857142857143|10-SEP-15 10.00.00.000000 PM
37|1|412|265455|Optimized Total (MB)|101.085714285714285714285714285714285714|100.985714285714285714285714285714285714|.1|10-SEP-15 10.00.00.000000 PM
37|1|412|265456|Redo (MB)|4.94285714285714285714285714285714285714|1.65|3.30714285714285714285714285714285714286|10-SEP-15 10.00.00.000000 PM
37|1|412|265457|Database (blocks)|13580.5571428571428571428571428571428571|12900.2642857142857142857142857142857143|680.314285714285714285714285714285714286|10-SEP-15 10.00.00.000000 PM
37|1|412|265451|Optimized Requests|8299.49285714285714285714285714285714286|8278.05|21.4571428571428571428571428571428571429|10-SEP-15 10.00.00.000000 PM
37|1|412|265453|Total (MB)|144.85|133.414285714285714285714285714285714286|11.4357142857142857142857142857142857143|10-SEP-15 10.00.00.000000 PM
37|1|415|265449|Total Requests|10801.7333333333333333333333333333333333|9601.33333333333333333333333333333333333|1200.37333333333333333333333333333333333|14-SEP-15 10.00.00.000000 PM
37|1|415|265452|Redo Requests|649.653333333333333333333333333333333333|3.51333333333333333333333333333333333333|646.16|14-SEP-15 10.00.00.000000 PM
37|1|415|265458|Via Buffer Cache (blocks)|10912.62|10325.3733333333333333333333333333333333|587.246666666666666666666666666666666667|14-SEP-15 10.00.00.000000 PM
37|1|415|265451|Optimized Requests|9490.29333333333333333333333333333333333|9472.9|17.42|14-SEP-15 10.00.00.000000 PM
37|1|415|265457|Database (blocks)|18216.3466666666666666666666666666666667|17579.6|636.746666666666666666666666666666666667|14-SEP-15 10.00.00.000000 PM
37|1|415|265459|Direct (blocks)|7303.72666666666666666666666666666666667|7254.24666666666666666666666666666666667|49.5|14-SEP-15 10.00.00.000000 PM
37|1|415|265450|Database Requests|10096.9933333333333333333333333333333333|9562.47333333333333333333333333333333333|534.54|14-SEP-15 10.00.00.000000 PM
37|1|415|265455|Optimized Total (MB)|136.186666666666666666666666666666666667|136.093333333333333333333333333333333333|.1|14-SEP-15 10.00.00.000000 PM
37|1|415|265453|Total (MB)|176.686666666666666666666666666666666667|166.24|10.46|14-SEP-15 10.00.00.000000 PM
37|1|415|265456|Redo (MB)|4.97333333333333333333333333333333333333|1.66666666666666666666666666666666666667|3.3|14-SEP-15 10.00.00.000000 PM
37|1|415|265454|Database (MB)|142.313333333333333333333333333333333333|137.353333333333333333333333333333333333|4.98|14-SEP-15 10.00.00.000000 PM
37|1|423|265450|Database Requests|4372.8|4153.75714285714285714285714285714285714|219.057142857142857142857142857142857143|18-SEP-15 10.00.00.000000 PM
37|1|423|265456|Redo (MB)|3.27142857142857142857142857142857142857|1.06428571428571428571428571428571428571|2.17142857142857142857142857142857142857|18-SEP-15 10.00.00.000000 PM
37|1|423|265458|Via Buffer Cache (blocks)|4994.35714285714285714285714285714285714|4722.56428571428571428571428571428571429|271.807142857142857142857142857142857143|18-SEP-15 10.00.00.000000 PM
37|1|423|265452|Redo Requests|366.785714285714285714285714285714285714|1.6|365.192857142857142857142857142857142857|18-SEP-15 10.00.00.000000 PM
37|1|423|265457|Database (blocks)|8009.12857142857142857142857142857142857|7725.56428571428571428571428571428571429|283.564285714285714285714285714285714286|18-SEP-15 10.00.00.000000 PM
37|1|423|265454|Database (MB)|62.5714285714285714285714285714285714286|60.3642857142857142857142857142857142857|2.23571428571428571428571428571428571429|18-SEP-15 10.00.00.000000 PM
37|1|423|265453|Total (MB)|241.8|236.307142857142857142857142857142857143|5.49285714285714285714285714285714285714|18-SEP-15 10.00.00.000000 PM
37|1|423|265449|Total Requests|4803.59285714285714285714285714285714286|4215.98571428571428571428571428571428571|587.592857142857142857142857142857142857|18-SEP-15 10.00.00.000000 PM
37|1|423|265451|Optimized Requests|4131.87142857142857142857142857142857143|4130.25|1.63571428571428571428571428571428571429|18-SEP-15 10.00.00.000000 PM
37|1|423|265455|Optimized Total (MB)|60.3285714285714285714285714285714285714|60.3214285714285714285714285714285714286|.007142857142857142857142857142857142857|18-SEP-15 10.00.00.000000 PM
37|1|423|265459|Direct (blocks)|3014.75|3003.00714285714285714285714285714285714|11.7571428571428571428571428571428571429|18-SEP-15 10.00.00.000000 PM
37|1|424|265449|Total Requests|13048.8285714285714285714285714285714286|11407.9|1640.94285714285714285714285714285714286|18-SEP-15 08.00.00.000000 AM
37|1|424|265458|Via Buffer Cache (blocks)|13516.2357142857142857142857142857142857|12687.9285714285714285714285714285714286|828.314285714285714285714285714285714286|18-SEP-15 08.00.00.000000 AM
37|1|424|265456|Redo (MB)|7.41428571428571428571428571428571428571|2.46428571428571428571428571428571428571|4.95714285714285714285714285714285714286|18-SEP-15 08.00.00.000000 AM
37|1|424|265454|Database (MB)|136.278571428571428571428571428571428571|129.092857142857142857142857142857142857|7.20714285714285714285714285714285714286|18-SEP-15 08.00.00.000000 AM
37|1|424|265455|Optimized Total (MB)|127|126.742857142857142857142857142857142857|.3|18-SEP-15 08.00.00.000000 AM
37|1|424|265457|Database (blocks)|17444.9214285714285714285714285714285714|16523.2428571428571428571428571428571429|921.692857142857142857142857142857142857|18-SEP-15 08.00.00.000000 AM
37|1|424|265451|Optimized Requests|11299.1785714285714285714285714285714286|11260.6785714285714285714285714285714286|38.4857142857142857142857142857142857143|18-SEP-15 08.00.00.000000 AM
37|1|424|265452|Redo Requests|858.907142857142857142857142857142857143|4.73571428571428571428571428571428571429|854.171428571428571428571428571428571429|18-SEP-15 08.00.00.000000 AM
37|1|424|265453|Total (MB)|146.557142857142857142857142857142857143|131.871428571428571428571428571428571429|14.7|18-SEP-15 08.00.00.000000 AM
37|1|424|265450|Database Requests|12169.2642857142857142857142857142857143|11387.6142857142857142857142857142857143|781.678571428571428571428571428571428571|18-SEP-15 08.00.00.000000 AM
37|1|424|265459|Direct (blocks)|3928.68571428571428571428571428571428571|3835.31428571428571428571428571428571429|93.3714285714285714285714285714285714286|18-SEP-15 08.00.00.000000 AM
37|1|417|265450|Database Requests|9761.36|9279.09333333333333333333333333333333333|482.306666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265458|Via Buffer Cache (blocks)|11581.8866666666666666666666666666666667|11059.9|522.006666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265452|Redo Requests|628.206666666666666666666666666666666667|2.58666666666666666666666666666666666667|625.626666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265455|Optimized Total (MB)|118.053333333333333333333333333333333333|118.006666666666666666666666666666666667|.1|15-SEP-15 10.00.00.000000 PM
37|1|417|265457|Database (blocks)|15730.9933333333333333333333333333333333|15155.8066666666666666666666666666666667|575.206666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265449|Total Requests|10425.76|9314.67333333333333333333333333333333333|1111.08|15-SEP-15 10.00.00.000000 PM
37|1|417|265451|Optimized Requests|9215.90666666666666666666666666666666667|9203.23333333333333333333333333333333333|12.6866666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265453|Total (MB)|156.053333333333333333333333333333333333|146.66|9.4|15-SEP-15 10.00.00.000000 PM
37|1|417|265454|Database (MB)|122.9|118.4|4.5|15-SEP-15 10.00.00.000000 PM
37|1|417|265459|Direct (blocks)|4149.10666666666666666666666666666666667|4095.92|53.2066666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|417|265456|Redo (MB)|4.84666666666666666666666666666666666667|1.6|3.24666666666666666666666666666666666667|15-SEP-15 10.00.00.000000 PM
37|1|425|265454|Database (MB)|310.98|305.64|5.36|20-SEP-15 10.00.00.000000 PM
37|1|425|265449|Total Requests|9992.82|8764.06666666666666666666666666666666667|1228.74|20-SEP-15 10.00.00.000000 PM
37|1|425|265456|Redo (MB)|5.05333333333333333333333333333333333333|1.67333333333333333333333333333333333333|3.38666666666666666666666666666666666667|20-SEP-15 10.00.00.000000 PM
37|1|425|265451|Optimized Requests|8578.84666666666666666666666666666666667|8562.6|16.2466666666666666666666666666666666667|20-SEP-15 10.00.00.000000 PM
37|1|425|265453|Total (MB)|336.133333333333333333333333333333333333|325.686666666666666666666666666666666667|10.46|20-SEP-15 10.00.00.000000 PM
37|1|425|265455|Optimized Total (MB)|228.886666666666666666666666666666666667|228.82|.1|20-SEP-15 10.00.00.000000 PM
37|1|425|265452|Redo Requests|645.106666666666666666666666666666666667|3.07333333333333333333333333333333333333|642.046666666666666666666666666666666667|20-SEP-15 10.00.00.000000 PM
37|1|425|265459|Direct (blocks)|29288.4866666666666666666666666666666667|29242.96|45.5066666666666666666666666666666666667|20-SEP-15 10.00.00.000000 PM
37|1|425|265450|Database Requests|9324.31333333333333333333333333333333333|8740.4|583.926666666666666666666666666666666667|20-SEP-15 10.00.00.000000 PM
37|1|425|265457|Database (blocks)|39806.0933333333333333333333333333333333|39120.86|685.273333333333333333333333333333333333|20-SEP-15 10.00.00.000000 PM
37|1|425|265458|Via Buffer Cache (blocks)|10517.58|9877.82|639.753333333333333333333333333333333333|20-SEP-15 10.00.00.000000 PM
37|1|426|265458|Via Buffer Cache (blocks)|10728.2125|10143.0125|585.20625|21-SEP-15 10.00.00.000000 PM
37|1|426|265449|Total Requests|9586.26875|8439.54375|1146.7375|21-SEP-15 10.00.00.000000 PM
37|1|426|265450|Database Requests|8909.11875|8382.1125|527.025|21-SEP-15 10.00.00.000000 PM
37|1|426|265452|Redo Requests|619.39375|2.46875|616.9375|21-SEP-15 10.00.00.000000 PM
37|1|426|265454|Database (MB)|239.5625|234.625|4.93125|21-SEP-15 10.00.00.000000 PM
37|1|426|265453|Total (MB)|401.09375|391.34375|9.7625|21-SEP-15 10.00.00.000000 PM
37|1|426|265456|Redo (MB)|4.8125|1.60625|3.19375|21-SEP-15 10.00.00.000000 PM
37|1|426|265457|Database (blocks)|30662.9375|30031.7125|631.24375|21-SEP-15 10.00.00.000000 PM
37|1|426|265459|Direct (blocks)|19934.70625|19888.66875|46.025|21-SEP-15 10.00.00.000000 PM
37|1|426|265451|Optimized Requests|8272.05|8259.6375|12.4125|21-SEP-15 10.00.00.000000 PM
37|1|426|265455|Optimized Total (MB)|195.66875|195.60625|.1|21-SEP-15 10.00.00.000000 PM
37|1|427|265449|Total Requests|15504.85|13618.7071428571428571428571428571428571|1886.16428571428571428571428571428571429|21-SEP-15 08.00.00.000000 AM
37|1|427|265457|Database (blocks)|31298.55|30197.1642857142857142857142857142857143|1101.38571428571428571428571428571428571|21-SEP-15 08.00.00.000000 AM
37|1|427|265451|Optimized Requests|13510.6785714285714285714285714285714286|13461.0214285714285714285714285714285714|49.65|21-SEP-15 08.00.00.000000 AM
37|1|427|265453|Total (MB)|275.714285714285714285714285714285714286|258.571428571428571428571428571428571429|17.15|21-SEP-15 08.00.00.000000 AM
37|1|427|265456|Redo (MB)|8.47857142857142857142857142857142857143|2.87857142857142857142857142857142857143|5.62142857142857142857142857142857142857|21-SEP-15 08.00.00.000000 AM
37|1|427|265450|Database Requests|14516.8642857142857142857142857142857143|13592.75|924.121428571428571428571428571428571429|21-SEP-15 08.00.00.000000 AM
37|1|427|265454|Database (MB)|244.521428571428571428571428571428571429|235.935714285714285714285714285714285714|8.60714285714285714285714285714285714286|21-SEP-15 08.00.00.000000 AM
37|1|427|265452|Redo Requests|960.842857142857142857142857142857142857|5.25714285714285714285714285714285714286|955.628571428571428571428571428571428571|21-SEP-15 08.00.00.000000 AM
37|1|427|265459|Direct (blocks)|15369.55|15275.1428571428571428571428571428571429|94.4214285714285714285714285714285714286|21-SEP-15 08.00.00.000000 AM
37|1|427|265455|Optimized Total (MB)|228.471428571428571428571428571428571429|228.121428571428571428571428571428571429|.335714285714285714285714285714285714286|21-SEP-15 08.00.00.000000 AM
37|1|427|265458|Via Buffer Cache (blocks)|15928.9142857142857142857142857142857143|14921.9571428571428571428571428571428571|1006.97857142857142857142857142857142857|21-SEP-15 08.00.00.000000 AM
37|1|419|265455|Optimized Total (MB)|121.05|121|.1|16-SEP-15 10.00.00.000000 PM
37|1|419|265456|Redo (MB)|4.51428571428571428571428571428571428571|1.54285714285714285714285714285714285714|2.95|16-SEP-15 10.00.00.000000 PM
37|1|419|265451|Optimized Requests|8078.6|8064.58571428571428571428571428571428571|14.0428571428571428571428571428571428571|16-SEP-15 10.00.00.000000 PM
37|1|419|265453|Total (MB)|162.65|152.771428571428571428571428571428571429|9.87857142857142857142857142857142857143|16-SEP-15 10.00.00.000000 PM
37|1|419|265459|Direct (blocks)|5769.45|5732.22857142857142857142857142857142857|37.2214285714285714285714285714285714286|16-SEP-15 10.00.00.000000 PM
37|1|419|265449|Total Requests|9292.59285714285714285714285714285714286|8201.79285714285714285714285714285714286|1090.8|16-SEP-15 10.00.00.000000 PM
37|1|419|265457|Database (blocks)|16123.7571428571428571428571428571428571|15519.0571428571428571428571428571428571|604.685714285714285714285714285714285714|16-SEP-15 10.00.00.000000 PM
37|1|419|265452|Redo Requests|554.807142857142857142857142857142857143|2.12142857142857142857142857142857142857|552.707142857142857142857142857142857143|16-SEP-15 10.00.00.000000 PM
37|1|419|265450|Database Requests|8676.37857142857142857142857142857142857|8162.2|514.185714285714285714285714285714285714|16-SEP-15 10.00.00.000000 PM
37|1|419|265454|Database (MB)|125.971428571428571428571428571428571429|121.25|4.72857142857142857142857142857142857143|16-SEP-15 10.00.00.000000 PM
37|1|419|265458|Via Buffer Cache (blocks)|10354.3071428571428571428571428571428571|9786.82857142857142857142857142857142857|567.471428571428571428571428571428571429|16-SEP-15 10.00.00.000000 PM
37|1|420|265452|Redo Requests|945.614285714285714285714285714285714286|5.97857142857142857142857142857142857143|939.621428571428571428571428571428571429|16-SEP-15 08.00.00.000000 AM
37|1|420|265456|Redo (MB)|8.10714285714285714285714285714285714286|2.73571428571428571428571428571428571429|5.36428571428571428571428571428571428571|16-SEP-15 08.00.00.000000 AM
37|1|420|265459|Direct (blocks)|4512.21428571428571428571428571428571429|4412.41428571428571428571428571428571429|99.8|16-SEP-15 08.00.00.000000 AM
37|1|420|265451|Optimized Requests|12590.6857142857142857142857142857142857|12549.5571428571428571428571428571428571|41.1428571428571428571428571428571428571|16-SEP-15 08.00.00.000000 AM
37|1|420|265450|Database Requests|13502.05|12674.85|827.192857142857142857142857142857142857|16-SEP-15 08.00.00.000000 AM
37|1|420|265453|Total (MB)|163.314285714285714285714285714285714286|147.607142857142857142857142857142857143|15.7071428571428571428571428571428571429|16-SEP-15 08.00.00.000000 AM
37|1|420|265458|Via Buffer Cache (blocks)|14964.7571428571428571428571428571428571|14093.3214285714285714285714285714285714|871.442857142857142857142857142857142857|16-SEP-15 08.00.00.000000 AM
37|1|420|265449|Total Requests|14468.6857142857142857142857142857142857|12696.4785714285714285714285714285714286|1772.20714285714285714285714285714285714|16-SEP-15 08.00.00.000000 AM
37|1|420|265454|Database (MB)|152.178571428571428571428571428571428571|144.571428571428571428571428571428571429|7.57857142857142857142857142857142857143|16-SEP-15 08.00.00.000000 AM
37|1|420|265455|Optimized Total (MB)|142.85|142.592857142857142857142857142857142857|.3|16-SEP-15 08.00.00.000000 AM
37|1|420|265457|Database (blocks)|19476.9642857142857142857142857142857143|18505.7285714285714285714285714285714286|971.235714285714285714285714285714285714|16-SEP-15 08.00.00.000000 AM
37|1|421|265451|Optimized Requests|8554.74|8534.86|19.9133333333333333333333333333333333333|17-SEP-15 10.00.00.000000 PM
37|1|421|265453|Total (MB)|155.553333333333333333333333333333333333|143.426666666666666666666666666666666667|12.14|17-SEP-15 10.00.00.000000 PM
37|1|421|265454|Database (MB)|116.953333333333333333333333333333333333|111.333333333333333333333333333333333333|5.60666666666666666666666666666666666667|17-SEP-15 10.00.00.000000 PM
37|1|421|265459|Direct (blocks)|4356.14|4312.46666666666666666666666666666666667|43.6733333333333333333333333333333333333|17-SEP-15 10.00.00.000000 PM
37|1|421|265449|Total Requests|9998.61333333333333333333333333333333333|8665.9|1332.72|17-SEP-15 10.00.00.000000 PM
